user,pred_ns,ground_truth_x,common_items,pred_no_ns,items_in_ns_not_in_noNs,items_in_noNs_not_in_ns,ns_higher_ranked,noNs_higher_ranked
792,"[1898, 1493, 2909, 2251, 3825, 3819, 3203, 1631, 769, 1914]","[1102, 168]",[],"[168, 185, 1393, 218, 1629, 589, 274, 272, 279, 345, 65, 1401, 676, 959, 164, 334, 1033, 181, 672, 1647]","[769, 3203, 1898, 2251, 3819, 3825, 1493, 1914, 2909, 1631]","[1033, 272, 274, 279, 672, 676, 164, 168, 181, 185, 959, 65, 589, 334, 345, 218, 1629, 1647, 1393, 1401]",[],[]
1360,"[1387, 2335, 3669, 1405, 76, 3759, 2791, 2997, 2092, 577]","[1799, 45, 3855, 3336]",[],"[38, 924, 55, 57, 45, 118, 460, 41, 918, 1315, 2701, 1799, 3163, 1673, 1299, 1638, 116, 2702, 926, 1731]","[577, 2791, 1387, 76, 2092, 3759, 3669, 2997, 1405, 2335]","[1799, 1673, 2701, 2702, 1299, 918, 924, 926, 1315, 38, 41, 45, 55, 57, 1731, 460, 3163, 1638, 116, 118]",[],[]
1185,"[3906, 965, 689, 4168, 2953, 4349, 2546, 1568, 3836, 3893]","[402, 1384, 188, 2644, 965, 2146, 4431]",[965],"[402, 681, 281, 167, 672, 271, 171, 965, 495, 333, 272, 295, 673, 421, 676, 582, 952, 341, 955, 959]","[1568, 3906, 4168, 2953, 689, 2546, 3893, 3836, 4349]","[271, 272, 402, 281, 672, 673, 676, 421, 167, 295, 681, 171, 952, 955, 959, 582, 333, 341, 495]",[965],[]
1540,"[3989, 2277, 1160, 1105, 1429, 3139, 274, 1624, 388, 229]","[2840, 916, 4462, 1401, 623]",[1624],"[912, 916, 334, 209, 210, 1388, 2849, 1624, 924, 57, 443, 45, 926, 2111, 917, 1401, 2701, 664, 671, 212]","[3139, 388, 229, 2277, 1160, 1105, 274, 3989, 1429]","[2701, 912, 916, 917, 664, 924, 926, 671, 2849, 45, 57, 443, 2111, 334, 209, 210, 212, 1388, 1401]",[],[]
931,"[3193, 2508, 373, 1649, 1854, 2756, 277, 1749, 3538, 2060]","[2104, 1814, 119, 2024, 764, 2586, 1691]",[],"[2024, 620, 723, 722, 384, 576, 130, 2529, 127, 119, 109, 3260, 1921, 1284, 1484, 248, 1568, 2267, 115, 1562]","[2756, 2508, 2060, 1649, 3538, 373, 277, 1749, 3193, 1854]","[384, 1921, 130, 1284, 1562, 1568, 3260, 576, 1484, 722, 723, 2267, 2529, 2024, 620, 109, 115, 119, 248, 127]",[],[]
1239,"[14, 2763, 2131, 811, 2255, 423, 4183, 3888, 1776, 4323]","[292, 3760, 274, 2776, 2644, 182]",[],"[492, 104, 966, 182, 495, 191, 274, 420, 685, 582, 218, 689, 417, 965, 1094, 171, 176, 292, 272, 1043]","[4323, 423, 811, 2763, 14, 2255, 3888, 1776, 2131, 4183]","[272, 274, 1043, 417, 420, 292, 171, 685, 176, 689, 182, 191, 965, 966, 582, 1094, 218, 104, 492, 495]",[],[]
1815,"[3997, 2745, 1536, 4435, 4252, 3624, 3264, 4158, 2546, 4260]","[102, 502, 1785, 312, 926]",[1536],"[102, 729, 508, 591, 612, 808, 616, 876, 532, 599, 593, 1536, 530, 926, 1428, 1535, 609, 744, 1324, 2111]","[3264, 4260, 3624, 2546, 4435, 2745, 4252, 3997, 4158]","[530, 1428, 532, 926, 808, 1324, 2111, 591, 593, 599, 729, 609, 612, 102, 616, 744, 876, 508, 1535]",[1536],[]
532,"[1530, 4266, 76, 2170, 77, 1476, 3087, 82, 1, 3029]","[95, 3708, 1473, 610, 1522, 153, 1845, 3354, 2644]",[],"[281, 1450, 957, 2060, 1473, 3348, 1855, 295, 1852, 963, 952, 186, 3351, 919, 1851, 3349, 383, 2569, 2236, 1092]","[1, 1476, 4266, 76, 77, 3087, 82, 1530, 3029, 2170]","[2569, 2060, 3348, 3349, 919, 3351, 281, 295, 1450, 952, 186, 1851, 1852, 2236, 957, 1855, 1473, 963, 1092, 383]",[],[]
1227,"[2956, 4183, 896, 1438, 507, 1895, 2860, 1401, 593, 3322]","[373, 3718, 3230, 1281, 978]",[],"[1489, 252, 258, 381, 387, 1281, 1704, 1952, 1562, 2253, 128, 1426, 1560, 1700, 108, 723, 1559, 126, 2446, 250]","[896, 1895, 2956, 2860, 593, 4183, 1401, 3322, 507, 1438]","[128, 1281, 258, 387, 2446, 1426, 1559, 1560, 1562, 1952, 1700, 1704, 2253, 1489, 723, 108, 250, 252, 381, 126]",[],[]
1735,"[4423, 3200, 2810, 603, 337, 1470, 2976, 679, 2838, 1341]","[102, 114, 3759, 4156, 923, 728]",[],"[731, 367, 315, 141, 102, 728, 40, 1206, 213, 2115, 740, 1164, 617, 923, 460, 1448, 843, 80, 3051, 730]","[3200, 2976, 679, 4423, 337, 2838, 2810, 603, 1341, 1470]","[1164, 141, 923, 40, 1448, 1206, 315, 2115, 843, 460, 80, 213, 728, 730, 731, 740, 102, 617, 3051, 367]",[],[]
606,"[1782, 4388, 3178, 4060, 226, 4225, 3649, 2608, 5, 3637]","[207, 1105, 324, 630]",[],"[80, 591, 744, 90, 923, 49, 1609, 2366, 220, 754, 1333, 2792, 324, 207, 440, 726, 323, 2381, 628, 784]","[3649, 4225, 226, 4388, 5, 3178, 2608, 3637, 1782, 4060]","[784, 923, 49, 1333, 440, 2366, 323, 324, 1609, 2381, 591, 80, 207, 726, 90, 220, 744, 2792, 754, 628]",[],[]
1461,"[1121, 4423, 998, 3715, 2916, 3558, 1310, 615, 2925, 2948]","[1726, 3268, 109, 460, 1249, 2699, 1260, 978]",[],"[933, 276, 916, 284, 251, 84, 3393, 2848, 460, 2946, 2104, 910, 1019, 420, 419, 2793, 784, 3283, 1628, 1338]","[1121, 3715, 2948, 2916, 998, 4423, 3558, 615, 2925, 1310]","[2946, 1019, 910, 784, 916, 276, 284, 2848, 419, 420, 933, 2104, 1338, 3393, 460, 3283, 84, 1628, 2793, 251]",[],[]
1699,"[3776, 3016, 725, 3909, 1160, 2685, 2377, 1505, 3743, 2742]",[4005],[],"[634, 4097, 2009, 156, 1112, 636, 1708, 728, 567, 3114, 426, 1364, 544, 1156, 148, 311, 3363, 314, 3989, 2669]","[3776, 1505, 3909, 1160, 3016, 2377, 725, 2742, 2685, 3743]","[4097, 1156, 148, 3989, 156, 544, 3363, 3114, 426, 1708, 567, 311, 314, 1364, 728, 2009, 1112, 2669, 634, 636]",[],[]
452,"[2655, 1641, 3002, 1191, 118, 2517, 388, 681, 3619, 3317]","[1176, 291, 723, 1170, 1799]",[],"[1915, 112, 701, 718, 46, 213, 1177, 1170, 1176, 460, 1168, 623, 1117, 1919, 1264, 132, 1996, 101, 694, 706]","[3619, 388, 1191, 681, 1641, 2517, 118, 3317, 3002, 2655]","[132, 1168, 1170, 1176, 1177, 46, 694, 701, 706, 460, 1996, 718, 213, 1117, 101, 623, 112, 1264, 1915, 1919]",[],[]
579,"[1042, 2636, 1410, 2996, 1506, 1590, 4137, 3887, 3918, 1611]","[2725, 808, 3185, 319, 121, 545, 2307, 2030, 3817, 83, 540]",[],"[939, 2725, 734, 540, 374, 1828, 1608, 1067, 1333, 938, 2895, 207, 549, 930, 348, 97, 2939, 739, 1306, 2054]","[1506, 1410, 4137, 1611, 2636, 3918, 3887, 1042, 2996, 1590]","[2054, 1306, 540, 930, 1828, 2725, 549, 938, 939, 1067, 1333, 1608, 2895, 207, 348, 734, 97, 739, 374, 2939]",[],[]
112,"[2933, 1516, 2657, 138, 869, 2645, 1885, 1139, 2192, 2555]","[67, 64, 1453, 1863, 1349, 439, 101, 144, 650, 95, 1651]",[],"[101, 87, 658, 669, 641, 2303, 58, 560, 1650, 1347, 660, 653, 66, 648, 1256, 1651, 1453, 640, 1584, 652]","[2657, 869, 138, 1516, 2192, 1139, 2933, 2645, 2555, 1885]","[640, 641, 648, 652, 653, 658, 660, 669, 1453, 560, 1584, 58, 66, 1347, 87, 101, 1256, 1650, 1651, 2303]",[],[]
378,"[77, 3505, 562, 3733, 3417, 2736, 2898, 2121, 1919, 2108]","[1046, 168, 1469, 330]",[],"[281, 188, 1056, 168, 174, 186, 3228, 1046, 293, 2058, 133, 1393, 295, 3810, 1276, 1469, 1277, 181, 279, 151]","[2121, 77, 2736, 3505, 562, 2898, 3733, 3417, 2108, 1919]","[133, 2058, 1046, 151, 279, 281, 3228, 1056, 293, 295, 168, 174, 181, 186, 188, 1469, 3810, 1393, 1276, 1277]",[],[]
3,"[4094, 1209, 1841, 3333, 1480, 0, 2027, 1666, 1441, 2772]","[115, 129, 107, 117, 119, 116, 38]",[],"[381, 369, 388, 239, 1704, 545, 758, 252, 1634, 937, 395, 384, 262, 989, 373, 2253, 910, 346, 933, 116]","[0, 1441, 1666, 3333, 1480, 2027, 1841, 2772, 1209, 4094]","[384, 388, 262, 395, 910, 545, 933, 1704, 937, 2253, 346, 989, 1634, 239, 369, 116, 373, 758, 252, 381]",[],[]
466,"[2914, 1815, 609, 390, 4220, 2756, 310, 2810, 2119, 877]","[162, 133, 296, 587]",[],"[587, 1056, 181, 162, 191, 82, 151, 271, 133, 186, 357, 1048, 2059, 335, 2648, 183, 681, 172, 3273, 168]","[609, 2914, 2756, 390, 2119, 877, 310, 1815, 2810, 4220]","[133, 2059, 271, 151, 1048, 1056, 162, 168, 681, 172, 181, 183, 186, 191, 3273, 587, 335, 82, 2648, 357]",[],[]
922,"[394, 2749, 3523, 588, 3763, 963, 554, 4423, 957, 2865]","[1602, 1601, 2217]",[],"[1579, 1578, 2207, 1601, 573, 2933, 1602, 2209, 955, 2215, 203, 1587, 1577, 2212, 1594, 2301, 1590, 454, 2216, 3081]","[3523, 963, 4423, 2749, 394, 554, 588, 2865, 3763, 957]","[3081, 2207, 2209, 2212, 2215, 2216, 1577, 1578, 1579, 1587, 1590, 1594, 955, 573, 1601, 1602, 454, 203, 2933, 2301]",[],[]
1806,"[2776, 1477, 3672, 638, 2199, 4245, 3742, 4306, 2691, 2136]","[370, 1794, 3194, 4303, 4013]",[],"[933, 3470, 3160, 377, 124, 1618, 1138, 1751, 1208, 2419, 734, 380, 1166, 84, 3460, 564, 387, 3391, 4013, 2583]","[2691, 1477, 638, 2776, 4306, 4245, 2199, 3672, 2136, 3742]","[387, 3460, 1166, 3470, 2583, 933, 4013, 564, 1208, 3391, 1618, 84, 1751, 3160, 734, 1138, 2419, 380, 377, 124]",[],[]
1534,"[3066, 1124, 3493, 3917, 4271, 1324, 1006, 2627, 4069, 4337]","[4269, 3185, 37, 377, 3865, 1675]",[],"[377, 383, 933, 1682, 927, 620, 3192, 1498, 1816, 735, 387, 1156, 3160, 3865, 3157, 1206, 389, 1143, 4323, 936]","[2627, 1124, 4069, 3493, 1324, 3917, 1006, 4271, 4337, 3066]","[387, 1156, 389, 1682, 1816, 3865, 927, 933, 936, 1206, 3157, 3160, 1498, 735, 4323, 620, 1143, 3192, 377, 383]",[],[]
419,"[2216, 3437, 2933, 1335, 2401, 3418, 2757, 2241, 2154, 52]","[2117, 591, 2116, 348, 2677]",[],"[591, 744, 2677, 476, 733, 2725, 620, 374, 1828, 938, 726, 2161, 2893, 734, 890, 729, 1751, 3455, 1067, 928]","[2401, 2241, 2757, 2216, 2154, 3437, 52, 2933, 1335, 3418]","[928, 1828, 2725, 938, 1067, 2893, 591, 726, 1751, 729, 476, 733, 734, 744, 620, 2161, 2677, 374, 890, 3455]",[],[]
1556,"[2879, 2514, 429, 761, 4350, 2924, 587, 1523, 1254, 3081]","[899, 581, 343, 345, 1345, 184, 2690, 2693]",[],"[167, 191, 174, 162, 589, 218, 426, 582, 687, 295, 181, 186, 966, 271, 2648, 673, 1684, 279, 969, 485]","[1254, 3081, 587, 2924, 429, 2514, 1523, 761, 4350, 2879]","[271, 1684, 279, 673, 162, 167, 295, 426, 174, 687, 181, 186, 191, 582, 966, 969, 589, 2648, 218, 485]",[],[]
342,"[773, 2038, 866, 3552, 313, 2660, 4362, 1498, 1854, 646]","[3188, 1162, 437, 3185, 252, 84, 381]",[],"[381, 108, 937, 126, 116, 257, 1284, 2151, 392, 379, 4105, 3185, 437, 1292, 2730, 248, 1643, 253, 929, 1634]","[3552, 866, 2660, 773, 646, 4362, 2038, 313, 1498, 1854]","[257, 1284, 392, 4105, 1292, 929, 937, 2730, 437, 1634, 2151, 1643, 108, 3185, 381, 116, 248, 379, 253, 126]",[],[]
405,"[450, 167, 2885, 2689, 2954, 1376, 4460, 3742, 3146, 1530]","[3412, 2428, 38, 2036, 2975, 460]",[],"[2428, 110, 1492, 761, 375, 1248, 370, 736, 115, 4309, 2047, 549, 1280, 1291, 393, 368, 1567, 252, 239, 1287]","[1376, 2689, 450, 2885, 167, 2954, 3146, 4460, 1530, 3742]","[1280, 1287, 393, 1291, 1567, 549, 2428, 1492, 4309, 1248, 736, 110, 239, 368, 370, 115, 375, 761, 252, 2047]",[],[]
191,"[1342, 2181, 1199, 407, 2837, 2659, 3632, 1455, 4318, 3603]","[524, 511, 2471, 2477, 510, 1019, 1457]",[],"[522, 482, 516, 504, 511, 1019, 1220, 1665, 475, 630, 103, 1260, 612, 307, 518, 779, 527, 1468, 1466, 793]","[1342, 2659, 2181, 1455, 3632, 1199, 3603, 2837, 407, 4318]","[1665, 516, 518, 522, 779, 527, 793, 307, 1466, 1468, 1220, 475, 482, 612, 103, 1260, 630, 504, 1019, 511]",[],[]
416,"[1366, 2797, 2212, 1535, 940, 29, 106, 4137, 1452, 4069]","[1252, 694, 86, 701, 67]",[106],"[701, 52, 1634, 437, 901, 106, 86, 694, 658, 703, 2034, 1603, 20, 702, 1915, 736, 707, 1169, 563, 558]","[2212, 4069, 4137, 940, 2797, 1452, 1366, 29, 1535]","[901, 1169, 658, 20, 558, 563, 52, 437, 694, 701, 702, 703, 1603, 707, 86, 736, 1634, 2034, 1915]",[],[106]
1348,"[51, 3853, 288, 1852, 1839, 118, 3251, 70, 2509, 1691]","[1383, 2996, 1628, 691, 1387, 2836]",[],"[401, 326, 345, 2878, 969, 104, 2555, 324, 232, 681, 333, 673, 174, 443, 980, 952, 3822, 3003, 962, 588]","[288, 70, 2509, 3853, 1839, 51, 3251, 118, 1691, 1852]","[401, 673, 681, 174, 952, 443, 3003, 2878, 962, 324, 326, 969, 588, 333, 980, 345, 104, 232, 3822, 2555]",[],[]
71,"[4137, 3148, 3135, 2364, 1046, 1981, 65, 2507, 2993, 14]","[672, 1385]",[],"[672, 498, 685, 341, 274, 422, 489, 186, 1340, 281, 328, 495, 1086, 283, 181, 182, 2738, 342, 3646, 961]","[65, 4137, 2507, 3148, 14, 2993, 1046, 2364, 1981, 3135]","[274, 281, 283, 672, 422, 685, 2738, 181, 182, 186, 1340, 1086, 3646, 961, 328, 341, 342, 489, 495, 498]",[],[]
1029,"[2102, 2852, 2218, 3456, 969, 1513, 2188, 4196, 3421, 3220]","[2040, 707, 563, 4346, 14, 12, 24, 2193, 1247]",[],"[5, 24, 2040, 22, 14, 855, 81, 856, 563, 861, 1982, 297, 1014, 864, 1247, 850, 4075, 558, 2772, 1350]","[3456, 2852, 4196, 969, 2218, 1513, 2188, 3220, 2102, 3421]","[5, 14, 22, 24, 297, 558, 563, 1982, 1350, 81, 850, 2772, 855, 856, 861, 1247, 864, 4075, 1014, 2040]",[],[]
1728,"[3005, 3455, 113, 4118, 1330, 1112, 4001, 4362, 2482, 666]","[336, 1214]",[],"[1385, 334, 827, 45, 916, 912, 414, 339, 430, 65, 1424, 905, 245, 649, 82, 258, 925, 388, 957, 3120]","[4001, 4362, 113, 2482, 1330, 4118, 1112, 666, 3005, 3455]","[258, 388, 905, 649, 912, 1424, 916, 925, 414, 45, 430, 3120, 827, 957, 65, 334, 82, 339, 1385, 245]",[],[]
1580,"[1412, 1069, 976, 3702, 3105, 3506, 3361, 302, 393, 1341]","[2740, 655, 188, 281]",[],"[1628, 186, 181, 2108, 274, 65, 2740, 281, 676, 271, 1340, 827, 167, 960, 328, 957, 495, 190, 952, 962]","[3105, 3361, 1412, 393, 1069, 302, 976, 3506, 3702, 1341]","[271, 274, 281, 676, 167, 2740, 181, 952, 186, 827, 1340, 2108, 957, 190, 960, 65, 962, 328, 1628, 495]",[],[]
736,"[4183, 3070, 4430, 3170, 2537, 3059, 4028, 1618, 113, 1330]","[1880, 309, 610, 31, 251]",[],"[307, 338, 309, 313, 1522, 1755, 512, 1073, 1193, 308, 718, 783, 504, 2068, 482, 230, 1520, 303, 630, 786]","[3170, 2537, 4430, 113, 1618, 3059, 1330, 4183, 4028, 3070]","[512, 783, 786, 2068, 1193, 303, 1073, 307, 308, 309, 313, 718, 338, 1755, 482, 230, 1520, 1522, 630, 504]",[],[]
643,"[1883, 3162, 3796, 1446, 2685, 4156, 4222, 1684, 63, 811]","[1685, 315, 443, 45, 2110, 2461, 676, 3932]",[],"[245, 104, 426, 45, 581, 899, 176, 2110, 125, 1385, 118, 419, 334, 329, 576, 249, 184, 827, 695, 758]","[1446, 811, 1684, 3796, 3162, 1883, 4156, 2685, 4222, 63]","[899, 419, 426, 45, 176, 695, 184, 827, 2110, 576, 581, 329, 334, 104, 1385, 245, 118, 758, 249, 125]",[],[]
1357,"[3290, 2195, 4072, 2949, 2051, 401, 4307, 505, 1663, 902]","[2273, 535, 1030, 501, 505, 1572, 3139]",[],"[516, 501, 2398, 523, 1019, 536, 1030, 1665, 509, 4147, 786, 1224, 510, 790, 1029, 1025, 2623, 1034, 511, 1020]","[2051, 2949, 902, 4072, 401, 2195, 4307, 505, 3290, 1663]","[1665, 1025, 516, 1029, 1030, 1034, 523, 786, 790, 536, 4147, 2623, 1224, 2398, 501, 1019, 1020, 509, 510, 511]",[],[]
1643,"[337, 2431, 3535, 1577, 2945, 1570, 1592, 399, 2678, 2696]","[828, 963]",[],"[218, 167, 181, 104, 1340, 3646, 3539, 2644, 495, 295, 957, 963, 962, 296, 975, 672, 1345, 582, 676, 1628]","[2945, 1570, 2696, 1577, 3535, 399, 337, 2678, 1592, 2431]","[672, 676, 295, 296, 167, 181, 1340, 957, 3646, 1345, 962, 963, 582, 975, 3539, 2644, 218, 1628, 104, 495]",[],[]
1611,"[1546, 4173, 2066, 1300, 809, 107, 2861, 2585, 1337, 246]","[319, 799, 313, 736, 611]",[],"[549, 1309, 543, 348, 1634, 269, 537, 90, 546, 1236, 553, 734, 906, 993, 126, 1643, 2157, 266, 381, 532]","[809, 1546, 107, 4173, 2861, 2585, 2066, 1300, 246, 1337]","[906, 266, 269, 532, 537, 1309, 543, 546, 549, 553, 1236, 90, 348, 734, 993, 1634, 1643, 2157, 381, 126]",[],[]
1570,"[1402, 2930, 670, 4080, 924, 3912, 2710, 2262, 3522, 1519]","[970, 942, 87]",[],"[673, 672, 685, 498, 419, 341, 184, 65, 3012, 589, 2108, 2740, 168, 681, 489, 1340, 218, 495, 274, 185]","[3522, 3912, 1519, 4080, 2930, 2710, 2262, 1402, 924, 670]","[274, 672, 673, 419, 168, 681, 685, 2740, 184, 185, 2108, 1340, 65, 3012, 589, 341, 218, 489, 495, 498]",[],[]
432,"[3567, 3104, 1083, 1895, 2352, 477, 4338, 4221, 4296, 2064]","[1253, 1179, 1739]",[],"[2793, 1586, 4341, 619, 1609, 447, 367, 2790, 725, 3189, 3886, 2860, 4180, 1164, 743, 1263, 483, 443, 735, 1206]","[3104, 477, 1895, 4296, 3567, 2352, 2064, 4338, 1083, 4221]","[1164, 2860, 3886, 1586, 1206, 443, 447, 1609, 4180, 725, 735, 483, 2790, 743, 2793, 619, 367, 1263, 4341, 3189]",[],[]
1541,"[323, 3913, 2292, 4177, 4365, 3519, 615, 2826, 1355, 2503]","[86, 1306, 929, 364, 931]",[],"[1067, 348, 93, 537, 896, 826, 1481, 440, 435, 1843, 1193, 109, 438, 1236, 110, 624, 545, 141, 364, 930]","[323, 2503, 615, 3913, 2826, 1355, 4365, 4177, 2292, 3519]","[896, 141, 537, 545, 930, 1193, 1067, 435, 1843, 438, 440, 826, 1481, 1236, 348, 93, 364, 109, 110, 624]",[],[]
1670,"[2674, 1588, 2647, 185, 1801, 1883, 1320, 4076, 1452, 757]","[2039, 41, 568, 589, 685]",[],"[568, 271, 218, 167, 1338, 1385, 296, 493, 1393, 41, 1344, 82, 2202, 632, 2103, 488, 329, 827, 280, 1094]","[1320, 1801, 1452, 4076, 2674, 1588, 757, 2647, 185, 1883]","[271, 280, 2202, 167, 296, 41, 2103, 568, 1338, 827, 1344, 1094, 329, 82, 218, 488, 1385, 493, 1393, 632]",[],[]
89,"[237, 1068, 1172, 2755, 590, 2872, 852, 3760, 4360, 707]","[1641, 545]",[],"[392, 430, 57, 2253, 384, 761, 253, 388, 826, 381, 2258, 108, 127, 2428, 549, 260, 2035, 545, 438, 537]","[2755, 707, 4360, 1068, 237, 590, 3760, 1172, 852, 2872]","[384, 388, 260, 392, 537, 545, 549, 430, 438, 57, 826, 2253, 2258, 253, 108, 2035, 761, 2428, 381, 127]",[],[]
60,"[3887, 3294, 1467, 2398, 1605, 786, 1087, 3185, 39, 1649]","[725, 1188, 1191, 1192]",[],"[1520, 892, 452, 1523, 532, 1779, 610, 896, 549, 86, 1522, 1809, 591, 323, 2607, 1014, 93, 721, 705, 444]","[2398, 1605, 39, 3887, 3185, 786, 1649, 1467, 3294, 1087]","[896, 1809, 532, 549, 2607, 444, 705, 323, 452, 591, 721, 86, 93, 610, 1520, 1522, 1523, 1779, 1014, 892]",[],[]
56,"[3247, 3530, 3271, 1959, 2526, 3410, 303, 2303, 7, 1976]","[370, 890, 1113, 319, 1106, 1110, 1108, 1119, 733]",[],"[90, 856, 84, 853, 20, 101, 2014, 858, 321, 1356, 701, 5, 694, 599, 2853, 718, 1982, 1265, 327, 324]","[3271, 7, 1959, 3530, 3247, 303, 3410, 1976, 2526, 2303]","[5, 20, 2853, 694, 701, 1982, 321, 324, 327, 1356, 718, 84, 853, 599, 856, 858, 90, 2014, 101, 1265]",[],[]
721,"[4335, 261, 4284, 3972, 3877, 3910, 666, 2894, 1681, 1868]","[803, 323, 2746]",[],"[501, 533, 1754, 2570, 528, 516, 1177, 475, 512, 216, 505, 504, 718, 518, 2804, 1227, 1758, 1034, 323, 1665]","[3972, 261, 3877, 3910, 1868, 2894, 4335, 1681, 666, 4284]","[512, 1665, 516, 518, 2570, 1034, 528, 533, 1177, 323, 1227, 718, 216, 1754, 475, 1758, 2804, 501, 504, 505]",[],[]
546,"[968, 1046, 1145, 3995, 1836, 2171, 3103, 1331, 4425, 3061]","[3741, 203, 364, 2961, 2216, 2960, 198]",[],"[2206, 573, 364, 1591, 198, 1841, 346, 3797, 1103, 1578, 1601, 1579, 1582, 448, 1780, 2960, 1599, 1592, 2961, 811]","[3995, 968, 4425, 1836, 1331, 3061, 1046, 1145, 2171, 3103]","[2960, 2961, 2206, 1578, 1579, 811, 1582, 1841, 1591, 1592, 573, 1599, 448, 1601, 198, 1103, 3797, 346, 364, 1780]",[],[]
921,"[4389, 3061, 3727, 364, 1619, 1661, 365, 3741, 3135, 2732]","[152, 257, 823, 4001, 1704]",[],"[371, 1152, 725, 257, 1778, 1489, 1565, 447, 440, 2965, 3374, 2964, 86, 436, 2743, 2695, 65, 2291, 431, 2669]","[4389, 1661, 2732, 365, 364, 3727, 1619, 3061, 3741, 3135]","[1152, 257, 2695, 2964, 2965, 1565, 3374, 431, 436, 2743, 440, 447, 65, 1489, 725, 86, 2669, 1778, 371, 2291]",[],[]
1800,"[2606, 3894, 3132, 1336, 3628, 3725, 1330, 2677, 1943, 385]","[2300, 722, 1995]",[],"[230, 436, 1231, 292, 310, 900, 420, 722, 417, 337, 684, 2759, 4251, 381, 335, 173, 1568, 3210, 308, 731]","[385, 3628, 3725, 2606, 1330, 2677, 3894, 1943, 1336, 3132]","[900, 3210, 4251, 1568, 417, 292, 420, 684, 173, 436, 308, 310, 2759, 1231, 335, 337, 722, 731, 230, 381]",[],[]
1045,"[3888, 1180, 782, 3948, 3725, 3028, 2207, 4255, 1852, 1083]","[1717, 1079, 274, 292, 1790]",[],"[961, 1094, 292, 402, 672, 274, 167, 421, 1382, 941, 952, 962, 186, 202, 417, 1100, 173, 968, 283, 796]","[2207, 3948, 3725, 782, 3888, 1180, 3028, 1083, 1852, 4255]","[402, 274, 283, 796, 672, 417, 292, 421, 167, 941, 173, 952, 186, 961, 962, 1094, 968, 202, 1100, 1382]",[],[]
1044,"[4425, 1030, 1177, 450, 360, 1703, 1651, 3198, 3016, 2138]","[1778, 1836, 1828, 363, 1816, 4298]",[360],"[930, 1828, 1839, 1816, 2521, 3441, 1837, 628, 374, 4298, 360, 1836, 363, 3051, 393, 896, 3938, 2152, 3860, 3196]","[450, 1030, 1703, 3016, 4425, 1651, 1177, 2138, 3198]","[896, 393, 3860, 1816, 930, 1828, 1836, 1837, 1839, 4298, 2521, 3938, 2152, 363, 3051, 3441, 628, 374, 3196]",[360],[]
122,"[3502, 1126, 3030, 117, 3644, 2039, 225, 260, 3683, 468]","[1271, 1940, 1947, 1543, 1939, 591, 1532, 1777]",[],"[778, 522, 309, 1221, 444, 303, 2607, 630, 1532, 323, 1777, 598, 1524, 593, 93, 1866, 2468, 452, 1231, 753]","[225, 3683, 260, 1126, 3502, 468, 117, 3030, 2039, 3644]","[778, 522, 2468, 2607, 303, 309, 444, 323, 452, 1221, 1866, 1231, 593, 598, 93, 1777, 753, 1524, 630, 1532]",[],[]
1819,"[3149, 3888, 2382, 740, 2697, 3568, 2295, 1206, 4401, 1424]","[3720, 3911, 975, 2614, 3805]",[],"[2578, 208, 1222, 899, 3511, 436, 345, 3844, 257, 4313, 2377, 371, 1684, 3074, 1449, 104, 1645, 3846, 681, 2711]","[740, 2697, 3149, 2382, 3888, 3568, 4401, 1424, 1206, 2295]","[257, 3074, 899, 3844, 3846, 2578, 1684, 2711, 1449, 681, 436, 3511, 1222, 2377, 208, 345, 4313, 104, 1645, 371]",[],[]
1851,"[2157, 3692, 1274, 656, 3436, 2273, 3391, 1348, 4353, 2754]","[422, 2740, 2776]",[],"[218, 498, 959, 962, 402, 1393, 167, 333, 274, 955, 941, 963, 1898, 184, 328, 185, 1094, 422, 582, 1552]","[2273, 2754, 4353, 1348, 3436, 3692, 2157, 656, 1274, 3391]","[1552, 402, 274, 422, 167, 941, 184, 185, 955, 959, 962, 963, 1094, 582, 328, 333, 218, 1898, 1393, 498]",[],[]
793,"[4430, 4393, 472, 4177, 2545, 1346, 471, 1194, 2339, 2703]","[485, 990, 730, 1336, 627, 176, 279, 2144]",[],"[95, 176, 2300, 220, 443, 1177, 90, 1629, 614, 1048, 151, 168, 101, 581, 617, 142, 990, 144, 587, 446]","[1346, 2339, 4393, 1194, 4430, 2703, 2545, 4177, 471, 472]","[142, 144, 151, 1048, 1177, 168, 176, 443, 446, 581, 587, 90, 220, 1629, 990, 95, 101, 614, 617, 2300]",[],[]
136,"[1838, 365, 3644, 1883, 1389, 696, 514, 40, 3555, 1387]","[806, 2044, 2047, 2046, 1497, 989]",[],"[41, 1247, 635, 558, 646, 659, 695, 1638, 832, 661, 255, 2025, 2302, 1983, 538, 2554, 2362, 2138, 710, 550]","[514, 3555, 40, 1387, 1389, 365, 1838, 696, 1883, 3644]","[646, 659, 661, 538, 550, 41, 558, 695, 2362, 1983, 832, 710, 2138, 1247, 1638, 2025, 2554, 635, 2302, 255]",[],[]
